,id,Name,Birth Date,Country of Origin,Hat,Hat Brand,Hat Colour,Glasses,Glasses Brand,Glasses Colour,Shirt,Shirt brand,Shirt colour,Jeans,Jeans brand,Jeans colour,Bag,Bag Brand,Bag Colour,Cane,Shoes,Shoes Brand,Shoes colour
580,581,Wallace,16/05/1987,India,Bobble hat,The North Face,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Nike,Brown
581,582,Wendy,24/05/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Nike,Brown
582,583,Wesley,10/04/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Gucci,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Under Armour,Brown
583,584,Wallace,23/03/1987,United Kingdom,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Nike,Brown
584,585,Wallace,28/03/1987,India,Bobble hat,Canada Goose,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Puma,Brown
585,586,Wendy,06/05/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Versace,Black,Long-sleeve,Hugo Boss,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,New Balance,Brown
586,587,Wallace,19/06/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Under Armour,Brown
587,588,Wayne,25/08/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
588,589,Wanda,20/12/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Calvin Klein,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
589,590,Winona,09/12/1987,United Kingdom,Bobble hat,Patagonia,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Skechers,Brown
590,591,Wallace,29/04/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Jordan,Brown
591,592,Wendy,14/07/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
592,593,Walter,29/01/1987,United Kingdom,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
593,594,Wilhelm,20/12/1987,India,Bobble hat,Fjällräven,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
594,595,Wesley,26/07/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
595,596,Winona,08/12/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Under Armour,Brown
596,597,Wesley,01/02/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Converse,Brown
597,598,Winona,14/03/1987,Japan,Bobble hat,Beanie Babies,Red and white,Round Glasses,Versace,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,New Balance,Brown
598,599,Winona,20/03/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Fendi,Brown,Wood,Casual Shoes,Converse,Brown
599,600,Winona,11/05/1987,India,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Converse,Brown
600,601,Wesley,24/04/1987,Canada,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
601,602,Winona,29/11/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
602,603,Wallace,01/09/1987,Japan,Bobble hat,The North Face,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
603,604,Wallace,12/08/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Converse,Brown
604,605,Wallace,01/12/1987,Japan,Bobble hat,Patagonia,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Nike,Brown
605,606,Winifred,24/09/1987,India,Bobble hat,Beanie Babies,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
606,607,Winston,08/09/1987,Japan,Bobble hat,Beanie Babies,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
607,608,Wanda,22/12/1987,Japan,Bobble hat,Barts,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Skechers,Brown
608,609,Walter,09/09/1987,India,Bobble hat,UGG,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Nike,Brown
609,610,Wesley,06/08/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Skechers,Brown
610,611,Wyatt,05/03/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Nike,Brown
611,612,Walker,29/04/1987,China,Bobble hat,The North Face,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Jordan,Brown
612,613,Wallace,27/08/1987,United Kingdom,Bobble hat,Fjällräven,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
613,614,Wilhelm,23/11/1987,United Kingdom,Bobble hat,Canada Goose,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Jordan,Brown
614,615,Winona,04/01/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,New Balance,Brown
615,616,Winona,27/03/1987,France,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Nike,Brown
616,617,Walter,06/11/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Gucci,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Under Armour,Brown
617,618,Wendy,28/12/1987,United Kingdom,Bobble hat,Fjällräven,Red and white,Round Glasses,Prada,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Nike,Brown
618,619,Wayne,04/02/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,New Balance,Brown
619,620,Winona,28/09/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Reebok,Brown
620,621,Wanda,21/11/1987,China,Bobble hat,Carhartt,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
621,622,Wallace,22/11/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
622,623,Winifred,03/11/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Skechers,Brown
623,624,Wesley,06/09/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
624,625,Wayne,24/10/1987,China,Bobble hat,Patagonia,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Fendi,Brown,Wood,Casual Shoes,Jordan,Brown
625,626,Wendy,13/05/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
626,627,Wendy,09/08/1987,France,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
627,628,Wilhelm,09/06/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Adidas,Brown
628,629,Walter,15/03/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Converse,Brown
629,630,Wayne,29/06/1987,United Kingdom,Bobble hat,Fjällräven,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Reebok,Brown
630,631,Warren,11/07/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Reebok,Brown
631,632,Wallace,23/10/1987,United States,Bobble hat,Carhartt,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Converse,Brown
632,633,Walker,07/01/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
633,634,Walter,09/08/1987,France,Bobble hat,The North Face,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Under Armour,Brown
634,635,Wayne,27/08/1987,India,Bobble hat,Woolrich,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
635,636,Wayne,28/10/1987,Australia,Bobble hat,Canada Goose,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Nike,Brown
636,637,Wanda,28/08/1987,United Kingdom,Bobble hat,Fjällräven,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,New Balance,Brown
637,638,Wren,16/11/1987,China,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Puma,Brown
638,639,Wren,11/06/1987,Japan,Bobble hat,Barts,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
639,640,Walter,05/02/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Converse,Brown
640,641,Wallace,25/04/1987,China,Bobble hat,Beanie Babies,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
641,642,Winona,21/04/1987,Japan,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Skechers,Brown
642,643,Walter,31/01/1987,India,Bobble hat,Canada Goose,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Nike,Brown
643,644,Wallace,06/02/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,New Balance,Brown
644,645,Wilhelm,19/12/1987,United Kingdom,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Nike,Brown
645,646,Wayne,16/11/1987,France,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Puma,Brown
646,647,Warren,13/08/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Under Armour,Brown
647,648,Walker,13/05/1987,United Kingdom,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Jordan,Brown
648,649,Wallace,28/12/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Under Armour,Brown
649,650,Walter,09/12/1987,France,Bobble hat,Canada Goose,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Adidas,Brown
650,651,Walker,21/10/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Skechers,Brown
651,652,Walter,14/10/1987,India,Bobble hat,Barts,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Nike,Brown
652,653,Walter,14/09/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
653,654,Winston,30/01/1987,France,Bobble hat,Woolrich,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
654,655,Walter,22/07/1987,United Kingdom,Bobble hat,Fjällräven,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,New Balance,Brown
655,656,Walter,19/03/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Converse,Brown
656,657,Wendy,19/09/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Prada,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Skechers,Brown
657,658,Whitney,13/04/1987,United Kingdom,Bobble hat,Canada Goose,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Under Armour,Brown
658,659,Wesley,14/08/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Fendi,Brown,Wood,Casual Shoes,New Balance,Brown
659,660,Weston,29/12/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
660,661,Winona,21/11/1987,India,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Jordan,Brown
661,662,Wesley,07/04/1987,Canada,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Converse,Brown
662,663,Winona,18/12/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Under Armour,Brown
663,664,Wanda,18/04/1987,Canada,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
664,665,Winona,13/07/1987,France,Bobble hat,Woolrich,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Skechers,Brown
665,666,Wanda,18/11/1987,United Kingdom,Bobble hat,Canada Goose,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Skechers,Brown
666,667,Walter,20/01/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Ray-Ban,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,New Balance,Brown
667,668,Wesley,27/08/1987,India,Bobble hat,Carhartt,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
668,669,Winona,12/12/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Skechers,Brown
